,review,negative,positive
395,"Que j'ai été ennuyé. Tout est superficiel, d'accord. Un peu d'émotion tout à la fin. Je ne comprends pas les louanges de ce film. Peut-être devons-nous le voir au deuxième degré, comme une caricature des bons sentiments de bonne pensée: le coquin patron, l'acteur américain prétentieux et le cabotin, etc.... Moretti lui-même est un peu convaincant ainsi que la jeune fille.",1,0
396,"Il est difficile de rater un film d'Al Pacino en plus, il est fait par Barry Levinson (Good Morning vietnam, raiman ect.) seulement, je n'ai absolument pas raccroché, j'ai senti que je plongeais une fois de plus dans la cuisine ""Birdman"" avec un film qui traite plus ou moins avec le même sujet avec un acteur de théâtre qui a sa carrière derrière lui sauf que ici, Simon Axler a aussi quelques soucis qui vont lui causer des problèmes. J'ai trouvé le film plutôt lent et ennuyeux, c'est ce qui m'a le plus dérangé, Al Pacino bien que ne pas aidé par son faux VF est bon et parvient à être touchant surtout quand vous apprenez à connaître le personnage et ses problèmes mieux, mais il ne suffisait pas de me captiver plus.",1,0
397,"Michael Kael contre la World News Company est un très moyen métrage de Christophe Smith. La mise en scène de Médiocre, des acteurs comme Benoît Delépine, Féodor Atkine et Marine Delterme trop peu convaincants, le scénario n'est pas assez travaillé et je n'ai pas accroché à l'histoire.",1,0
398,"Sentir le drame. Unique, déchirant.",0,1
399,"Dans un bunker d'avril 1945, nous organisons des mondanités, des discussions claires, des apocalyptiques et des tactiques militaires confuses. La réalisation déplorable, entrecoupée d'images déchirantes mais lucides, nous fait vivre au cœur de cet univers confiné sous la terre, comme un monde déjà enterré. Cependant, il convient de noter que certaines scènes sont tragi-comiques, le mariage un peu nerveux et le tout-en-fin où tout allume une cigarette sans une larme pour le fürher sur un fond de valse. Alors que le Chute a fait un scandale parce qu'Hitler a été humanisé, il est parfaitement révoltant parce que cette docu-fiction, cependant, a montré beaucoup plus d'ouverture et de large esprit.",0,1
400,"Un beau film classique, le nouvel opus signé par Ron Howard a le mérite d'offrir un nouveau point de vue sur l'histoire ultra-connue de Moby Dick en cherchant à retracer la vérité derrière le mythe. Dès lors, il signe une œuvre à la hauteur des hommes et le cachalot géant devient une métaphore pour une humanité incapable d'unir, même dans l'adversité, et minée par une incroyable capacité de s'autodestruction. La rivalité entre le capitaine et son second constitue la majeure partie du film. La forme du long flashback nous permet de mettre en évidence le mythe qui peut se cacher derrière les exagérations du narrateur, tout en permettant au réalisateur d'éviter certains passages plus délicats, qui ne sont pas en principe leur place dans un blockbuster destiné au grand public. Même si le film semble être un échec public, il est rassurant de voir des œuvres créées par de grands studios qui ne mettent pas en scène des super-héros. Chris Hemsworth démontre en effet une belle autorité sans son emprise de Thor et prouve qu'il peut aussi être un film tout à fait satisfaisant.",0,1
401,"L'appropriation inexcusable du titre français du film de Luis Mandokii, avec Paul NEWMAN, Kevin COSTNER et Robin WRIGHT-PENN, n'est pas la pire faille de celui-ci. Le talent d'Agathe BONITZER, qui est réel, et celui de Hiam ABBASS, qui est également, même dans un rôle plutôt effacé, ne peut en aucun cas sauver un film aussi enfantin qu'il aurait été mieux de l'appeler «Jeunes de tous les pays, unissez-vous». En effet, si la solution au problème palestinien et au conflit arabo-israélien était si simple, les difficultés auraient été lissées pendant longtemps.",1,0
402,"un film fort sur l'univers de la prison et ses dérives, le film s'estompe à la fin des dégâts que nous aurions aimé un peu plus dur à certains moments!!!",0,1
403,"Inspiré par le roi Lear, Kurosawa y a signé une fresque qui lui a coûté beaucoup de temps et d'énergie. Si certains choix artistiques complètement kitch ne sont pas du tout du tout du meilleur goût, Ran reste une œuvre puissante ou la virtuosité de son réalisateur est toujours comme magistrale signer quelques scènes absolument grandioses. Cependant, le casting a parfois tendance à laisser complètement en roue libre qui est accentué par un V.F catastrophique...",0,1
404,"Sur la couverture du DVD il l'a marqué et je cite: ""Le meilleur film de genre depuis Shaun Of The Dead"" Si par genre on entend ""zombies-comedy"" et bien pas, Zombie Of Mass Destruction n'est pas comme Shaun Of The Dead ou comme le très bon Welcome to Zombieland. ZOMDE est plutôt comme les nanars qui veulent gore et drôle. Des farces qui font à peine sourire, pas des acteurs terribles, un scénario nul... En ce qui concerne l'humour, le VF est peut-être là pour quelque chose mais en ce qui concerne le film, le jeu et l'écriture est pour beaucoup.",1,0
405,"Alors que l'idée d'un biopic sur Mishima est évidemment une bonne idée, la réalisation ici est loin d'être à jour. L'intégration des images d'archives part également d'une bonne intention, mais dans l'ensemble, on ressent surtout un cruel manque de moyens, des acdraages serrés pour cacher le manque d'extras ou même de décor sur certaines scènes est flagrante. Prenant plus de la docu-fiction basse, ce film mérite d'être vu pour découvrir ce personnage important du Japon qui a consacré sa vie et son œuvre littéraire pour restaurer au Japon ses lettres de noblesse impériale et permettre à l'empereur de retrouver son statut de divinité. Bref, l'histoire d'une affirmation ultranationaliste et impérialiste face aux mouvements marxistes, trotskystes, léninistes et communistes des années 1960.",1,0
406,"Nous reconnaissons les ingrédients qui donneront les lettres de noblesse au genre, un flic pas spécialement déontologique, un tueur de sang froid et monstrueux, un humour très noir bien présent. Comme les deux films mentionnés ci-dessus, nous reconnaissons les thrillers coréens intrigues tortueuses et la violence des meurtres ainsi que d'un pessimisme terrifiant sur la nature humaine. La durée de 02h20 est probablement un peu trop longue, pas le chef-d'œuvre original du genre mais ce film reste sans aucun doute le précurseur du thriller d'action fait en Corée qui est déjà une garantie de qualité.",0,1
407,"film passionnant, traitant de la double cause féministe et homosexuelle parmi les femmes, une caricature de masochisme bien représenté. Avec ce qui se passe maintenant, le film à toute sa place",0,1
408,"Un moment plutôt agréable avec deux bons acteurs et une intrigue intéressante et assez originale. Nous passons le temps, mais nous regrettons d'avoir commencé dans le film après une demi-heure, lenteur, banalité, répétition nous rappellent que c'est une simple comédie romantique facile, et qui n'a rien de plus que l'autre comédie romantique, la même fin! Prévisible et répétitif mais divertissant! A voir pour passer le temps!",1,0
409,"La Légende de la libido (2008) est une comédie sud-coréenne basée sur une soi-disant légende (sur la virilité masculine). Une comédie burlesque fantastique et combien stupide cela, du haut de ses 120 minutes (!) mettra vos neurones à des tests difficiles. Parce que si vous ne sortez pas complètement stupide à la fin du film, vous avez de la chance. Une comédie polie où les SFX sont pleins de superbes décors d'extérieur (notez aussi les beaux costumes), mais il est très maigre devant les nombreuses blagues sous la ceinture qui deviennent rapidement las, même si vous ne résistez pas à rire de certaines blagues, mais en tout cas c'est trop peu pour un travail aussi long.",1,0
410,"Le legerity est une grande qualité qui caractérise la comédie romantique. Mais ici, bien que leger, elle se dramaturge en prenant comme héros un autiste (Adam est victime d'un autisme très leger). Hugh Dancy interprète Adam avec émerveillement. il dérobe une présence incroyable et le camp est un caractère fragile pas toujours à sa place, et donc solitaire, avec une grande sincérité. Devant lui, à la fois sur la caméra et de l'autre côté de l'édifice d'Adam est Beth (Pose Byrne, révélation de dommages). Elle joue aussi un rôle pas si plat qu'il ne semble pas là et sort de son rôle étonnant que je trouve. Certainement sa performance n'est pas magistrale puisque son caractère est ancré dans une réalité. Le film est frais, sincère, mignon. Mais malheureusement malgré ce roman script dans l'autisme d'Adam, le script reste cousu avec un fil blanc et n'échappe pas au modèle habituel. Il reste néanmoins divertissant!",1,0
411,"Je ne donne qu'une seule étoile à ce film. Cela peut sembler violent, mais ce n'est pas aléatoire : on s'ennuie de près pendant les 1h20 qui apparaissent le triple.",1,0
412,"Puisque ce film n'était pas aimé de Telerama, j'ai pensé que ça devrait être si mauvais. Et j'avais raison, parce que j'ai passé un bon moment. Il y a vraiment des scènes désenchantantes. Et les acteurs sont excellents et pas seulement Podalydes qui, comme d'habitude, est génial.",0,1
413,"Au début, je ne m'attendais pas beaucoup en regardant ce film de et avec Ben Affleck, donc j'ai décidé de le regarder parce qu'il a reçu beaucoup d'Oscars, et finalement il les mérite bien. Casting n'est pas mauvais, Ben Affleck (Will Hunting, Armageddon, Pearl Habor, Daredevil, Paycheck, Gone Baby Gone, The Town), Bryan Cranston (Il est nécessaire de sauver le soldat Ryan, Drive, John Carter, Rappel total: Mémoires Programmées, Breaking Dead, Malcolm), John Goodman (Barton Fink, The Pierrafeu Family, Blues Brothers 2000, The Big Lebowski, O'Brother, The Artist), Kyle Chandler (King Kong, The Kingdom, The Day the Earth s'arrêtera, Super 8)...Le film nous parle du subterfuge canadien pendant la crise iranienne des otages.",0,1
414,"Cecil B. DeMille se remake, après une première version en 1923, il a réalisé une seconde, toutes en couleurs cette fois, avec des moyens cohérents, voir démence!! Un véritable chef-d'œuvre épique en technicolore, en somptueux et éblouissante décorations en plâtre (représentant l'Egypte et le Sinaï) et filmé en transparence (pour une très grande partie des scènes). Ajoutez à cela, impressionnant et très beau SFXs, à côté d'un casting riche en têtes, avec dans les rôles-titres, Charlton Heston, Yul Brynner, Anne Baxter & Vincent Price! Les Dix Commandements (1955) est un travail majeur dans l'histoire hollywoodienne, très fidèle, on apprend un maximum de choses, et on en sort, à la fin de ces 3h40, avec des images pleines de la tête et sûr d'avoir beaucoup appris sur le prophète Moïse et tout ce qui s'y rapproche.",0,1
415,Comédie policière assez inégale avec quelques bonnes scènes humoristiques mais aussi d'autres un peu lourd en ce moment,1,0
416,"Pathétique... et il est difficile de faire au moins 50 caractères sur un vide absolu, couplé avec le néant enveloppé dans un trou noir... Ah, eh bien, je l'ai fait!",1,0
417,"Il ressemble à un biopic basé sur des bouts lindsay lohan. Il est sombre, poubelle mais d'un néant intellectuel.",1,0
418,"les seuls moments agréables se produisent dans le club où les chansons de jazz sont bien choisies, sinon le film est lent, trop lent, presque sans vie. en outre, je n'aime pas les hommes d'enfants. ils sont lourds à supporter",1,0
419,"Lisa, une jeune fille, est morte dans des circonstances inhabituelles aux côtés de sa famille en 1986, après qu'ils aient tous été piégés dans leur propre maison. Elle est devenue un esprit, de sorte que Lisa essayait de protéger une jeune fille qui est venue vivre dans la même maison dans le futur, et qui pourrait subir le même sort. En jouant sur l'aspect ""Un jour sans fin"" et une atmosphère à l'""Insidieux"" tout cela avait quelque chose à séduire au possible. Pourtant, malgré certaines idées originales, le scénario est avant tout un grand tout. On s'ennuie très rapidement devant les situations, il faut dire, assez répétitif, parce que, utilisant le shema Un jour sans fin ne semble pas très approprié pour un film d'horreur, où la peur de l'inconnu devrait régner. De plus, de nombreuses incohérences ternissent aussi un scénario à la fin très banal. Le film n'est donc jamais effrayant, seulement quelques éclats vous réveilleront, mais ce sera dans le contexte d'effets faciles. Tout cela est vraiment malheureux, parce que l'atmosphère qui en sort ne filme pas, plutôt visuel...",1,0
420,"Après le succès de Une virée en enfer premier du no, voici la suite en Direct à la vidéo. Changement de réalisateur, qui est beaucoup moins compatible que John Dahl. Une bonne demi-heure, la seule bonne scène du film, est en effet celle de l'affiche du film, ou la fille est face au camion, forçant à faire un strip-tease. Après rien d'autre, c'est la crevaison assurée. Il tombe dans le cliché. Un voyage en enfer 2 est un voyage trop.",1,0
421,"Un titre ironique comme le film avec son héros qui semble super cool et sûr de lui. En fait, plus nous n'avançons pas dans le film et plus nous nous rendons compte qu'il ne maîtrise rien, étant juste le jouet de la drogue, des trafiquants de drogue et de la police. Le casting est agréable et l'idée générale intéressante mais il n'y a pas de rythme et peu d'émotion.",1,0
422,"Mal interprété, mal perçu, un scénario porté à la moelle, ""La Guerre des Morts"" n'a rien à plaire avec plus qu'il ne peut s'accrocher à un aspect gorille, horrible ou humoristique puisqu'il est dépourvu de ces trois options. Ce long métrage peut avoir duré seulement 1h15, mais il ne m'a pas empêché de trouver le temps très longtemps.",1,0
423,"Le synopsis ne reflète pas vraiment l'histoire du film, nous sommes loin de l'autodestruction que nous attendons. La perte du frère peut couvrir les 20 premières minutes du film et puis il disparaît. Retournant seulement à la fin pour le résultat de l'histoire. Nous avons ici plus une histoire de harcèlement. Donc cette étoile montante du rock perd son frère dans le sillage d'une surdose, donc elle doit trouver quelqu'un pour le remplacer, et la véritable histoire du film commence là, avec ce nouveau personnage qui est Enzo. Tout le film est lent à mon goût sauf pour les 10 dernières minutes, je m'ennuie moi-même et seule la vision du beau minois de Cam Gigandet m'a poussé à regarder à la fin. Thriller loin d'être excitant, sans originalité, ce n'est pas du grand film qu'il est sur. Le seul point positif du film est la performance de Xavier Samuel qui est vraiment bonne.",1,0
424,"Le rythme est lent, l'histoire est décevante, les personnages ne sont pas attachants et la fin est mauvaise. De plus, les nombreux clichés ne corrigent rien. Nous sommes confus sur les ressemblances avec le roman.",1,0
425,"Le jeu des acteurs, la mise en scène m'a semblé vraiment mauvais. Seul Miou-Miou se porte bien et Ch. Berling, quand il ne parle pas. Étrange que personne n'ait l'accent du pays (sauf l'enfant). Le film est pour beaucoup manqué à cause du jeu désastreux à mes yeux du jeune gars. La plupart des situations sonnent grotesque. Toute la fraicheur; le rythme du film semble assez indigestable, l'évolution trop démonstrative. Le fait qu'on suppose grand comme une maison l'évolution de l'histoire (à part la fin) empêche toute émotion d'atteindre. Et puis une homophobie intégrée offerte ainsi de la manière la plus cliché et ennuyeux, il n'intéresse pas un film. Surtout, il est laid, avec des couleurs, des dialogues, des décors déprimants. Enfin, ces acteurs hétérosexuels qui jouent gays ou bis ne sont pas du tout crédibles à mes yeux. La fin m'inspire un froid dégoût mais je trouve tout cela très laid.",1,0
426,"Une référence absolue du genre. Roman Polanski, au sommet de son art, montre brillamment qu'il sait gérer le suspense et l'angoisse et signe une œuvre très sombre, parfois drôle, parfois terrifiante, souvent troublante, mais surtout profondément dramatique. Ce sentiment d'insécurité, que le cinéaste parvient à nous faire sentir avec génie, domine tout le film: à l'image du protagoniste, la peur s'installe autour de nous, et aussi les ancres (surtout?) profondément en nous... ce n'est certainement pas ce sentiment de peur qui nous fait trembler ou nous étouffer; c'est bien au-delà de cela. C'est tout psychologique; cela défie toute logique.",0,1
427,"petite perle, commence comme une blague, nous pensons que plus le gars mentira plus il finira par s'en sortir avec elle et puis non c'est la spirale infernale; film troublant et pertinent, très bons acteurs.",0,1
428,"Loin du sensationnel ""à tout prix"", ce documentaire est original et très accrocheur, qu'il soit en arrière-plan ou sous la forme, parce qu'il ne raconte pas seulement des faits déjà connus, mais il entre en profondeur dans les mystères de ce château intrigant. Les deux médiums sont vraiment attachants, souvent bluffants et la réalisation est intelligente et bien construite. C'est sans aucun doute, un film à ne pas manquer!",0,1
429,"Sur The Red Line et le Nouveau Monde de Terrence Malick, Saar Klein est clairement inspiré par son ancien patron. Comme lui, il filme ses personnages avec mélancolie. Sauf que ce style contemplatif offre au spectateur de belles images (les paysages presque déserts du Nouveau Mexique), celui-ci ne se prête pas à l'arrière-plan du film qu'il, n'a absolument rien de poétique. Plus que l'histoire d'un homme qui tombe en dépit de lui-même dans le crime, Things People Do est principalement un portrait d'une classe moyenne dont le rêve américain a été brisé par la crise. Un film avec un sujet social très intéressant mais avec quelques longueurs que nous aurions passé. Wes Bentley (Seneca Crane in Hunger Games) incarne avec humilité mais sans grand... Venez découvrir ma critique dans son intégralité sur mon site ScreenReview!",1,0
430,"Je suis choquée de voir que nous pouvons encore faire des films avec incitation à la haine. Mes paroles peuvent être fortes mais je trouve que le film ne mène à aucune réflexion positive... Tout ce que je vois c'est que nous voulons clairement assassiner de futurs tueurs ou dirigeants racistes potentiels. Je trouve que le film mérite d'être beaucoup plus profond. Quand je vois le film ""la couleur des sentiments"" que nous parlons! Ici nous dénonçons et montrons la réalité et les difficultés qui pourraient être rencontrées par les populations afro-américaines ou du moins typifiées. Aaaah clairement je n'aime pas ce genre de film. Nous devrions vraiment faire des films dont le moral apporte quelque chose de positif et cherchant à faire grandir les mentalités. Stoo au ""Nous exterminerons tout le monde pour sauver des vies"" surtout dans le monde actuel... Je suis un peu effrayé...",1,0
431,"Bon suivi fidèle au premier, Jérôme Salle reprend la caméra et nous donne un nouveau Largo, encore plus fort, plus intelligent, des scènes d'action étonnantes de beaux paysages, un Tomer Sisley au sommet d'une Sharon Stone au sommet et un excellent scénario, un bon film à voir et à revoir!!!",0,1
432,"Je suis allé voir ce film à l'époque au cinéma et je peux comprendre qu'il peut amuser un enfant de 5 ans. Les gags sont sur son niveau, il y a des chiens, une fin heureuse à la fin. Mais quand vous le regardez avec des yeux adultes, l'affaire n'est pas la même. Déjà le réalisateur. Au risque d'apparaître désagréable, Jeannot Szwarc n'a jamais fait beaucoup d'intéressant dans sa carrière. Et ce n'est pas Supergirl, Les dents de la mer 2 ou Les sœurs du soleil qui vont me contredire. Et puis, il y a Hercule et Sherlock entre les 2. Un ami-film comme Veber a fait dans les années 80/90 sauf que Szwarc n'est pas précisément Veber. Lambert a droit aux meilleures répliques du film mais Anconina en abruti de service qui a la phobie des chiens quand comme par hasard c'est un film sur les chiens.",1,0
433,"Il n'a pas beaucoup d'intérêt mais il est regardé. Un peu de budget au début, quelques personnages sympas, une intro lente qui laisse aller l'imagination. Le dernier tiers du film est le moins intéressant (il nous rappelle un autre film et ses 2 suites) mais il est assez bon pour attirer l'attention. En outre, les rares situations et twists inéluctables du genre évitent le ridicule dans 98% des cas :)",1,0
434,"Que dire, que dire? Un scénario assez bâclé pour rester poli, jouer plus que mauvais, jouer encore pire, bande son ne pas en parler. Bref, grand art...",1,0
435,"De qui est-ce qui se moque? Evidemment, c'est un film qui est charcuté quand il s'agit d'éditer, puisqu'il ne reste plus que 61 minutes du film original L'inquiétude n'est pas seulement intéressante, mais elle devient incompréhensible.La continuité narrative n'existe pas, je veux faire des ellipses, mais il y a des trous noirs!Vous n'entrez pas dans le cône, mais vous y entrez de toute façon, le cône est indestructible mais vous le détruisez de toute façon, où sort la vieille barbe?Si vous avez les réponses, dites-moi, parce que le film ne les donne pas. D'ailleurs, l'affiche est très belle!",1,0
436,"Excellent film, un Johnny Depp, tout à fait dans son rôle, une intrigue et un scénario exaltant, la mayonnaise le prend bien et vite, très vite! Cette enquête sur le secret d'un livre diabolique nous plonge dans un énorme suspense, ce qui en fait un thriller comme nous ne le voyons pas si souvent. Si vous aimez le genre ""film suspense"" et les choses mystiques ne vous repoussent pas, je le recommande. Cependant, si vous n'aimez pas les choses paranormales, vous allez votre chemin...",0,1
437,"Considéré comme l'un des pires navets de tous les temps, Pensez donc : « Un scientifique nazi fou s'injectant une potion qui peut le transformer en poisson-chat. » Cela vous donne envie d'avoir une bonne soirée film+débat entre les membres d'un club de cinéphiles intellectuelles taciturnes (« Pensez comme moi, mes amis, que ce travail est un point de vue nihiliste sur la situation claustrophobe de la guerre froide? ») Nous allons rire.",1,0
438,"A Pur Régal. Après le Détonant Non-Stop et le palpitant Instinct de Survie, le Tandem Jaume Collet Serra-Liam Neeson se reforme pour nous livrer un Thriller D'Action Intense et Malin qui ne laisse aucun répit du début à la dernière minute. Pour commencer l'Entre en Scène est d'une formidable efficacité, y compris pendant l'un des moments forts du film et qui est accompagné d'un boo qui correspond parfaitement au rythme du long métrage. Ensuite le Scénario est habilement ficelle en atteignant un plein de rebonds parfaitement imprévisibles qui mène à un rythme d'enfer pour 1h44 sans interruption, Ajoutez à cela un suspense implacable qui joue brillamment avec nos nerves en passant par la séquence du long métrage. Ensuite, le Scénario est habilement enroulé avec des rebonds parfaitement imprévisibles qui conduit à un rythme d'action d'action d'action d'action d'action d'action d'action d'action d'action d'action d'action d'action d'action d'action d'action d'action d'action d'action d'action d'action d'action d'action d'action d'action d'action d'action d'action d'action d'action d'action d'action d",0,1
439,"Un film totalement fou, dans un certain sens poétique, sur les dérives de la société de consommation. Schulman fait ici une œuvre singulière, au carrefour d'un Dupontel et d'un Gilliam, qui ne plaira certainement pas à tout le monde mais qui mérite néanmoins le détour.",0,1
440,"Un moment rare et exceptionnel dans la vie du spectateur compulsif que je suis! Toutes les qualités du chef-d'œuvre sont réunies dans ce film argentin qui combine très habilement les règles du thriller avec celles de la romance, qui alterne humour et gravité, lenteur et accélération, longs plans et poursuites. Les acteurs sont particulièrement bien choisis. Allez voir ce film qui nous change des films formatés d'Hollywood mais que les Américains connaissaient si intelligemment récompenser.",0,1
441,"Si Matt Damon et Ben Affleck sont mieux connus comme acteurs, il ne faut pas oublier qu'un jour ils ont écrit le scénario de ""Will Hunting"" et ont été récompensés par un Oscar! Cette histoire d'un génie des mathématiques orphelin qui n'a pas étudié et dont l'avenir semble incertain car il craint d'être abandonné par les gens qu'il vient aimer est en effet une petite merveille. Gus Van Sant filme sobrement cette histoire d'un personnage pas comme les autres dont la rencontre avec un psychologue l'aidera à s'ouvrir aux autres. Certainement, il n'est pas profondément original mais il est écrit avec une finesse assez appréciable. Mouré d'un peu de mélancolie et d'un peu de poésie, le film repose essentiellement sur de superbes dialogues et sur une fine psychologie des personnages. Tout le monde joue son rôle avec précision qu'il est Matt Damon, désarmant en génie un peu appauvri, Ben Affleck comme un petit ami lucide ou Robin Williams, nécessairement excellent dans le rôle de son psychologue intelligent encore marqué par la mort.",0,1
442,"J'ai toujours préféré ""Willow"" à la trilogie de Peter Jackson et avec l'âge, il est devenu un classique de la Fantaisie héroïque presque intemporelle. Ici nous trouvons tous les ingrédients nécessaires pour le genre: un héros qui se découvre lors d'un voyage initiatique semé de tangles, de sorcières, d'une hors-la-loi avec un grand cœur, des monstres et des personnages de toutes sortes, des chevaliers et donc un château, d'action, d'aventure et même de romance! Si certaines scènes sont un peu naïves et la conversation est plutôt manicanée, l'ensemble fonctionne parfaitement et ceci, malgré l'âge avancé du film. Tout d'abord, les protagonistes sont attachants et le côté un peu bon marché de certains effets spéciaux au Ray Harryhausen donne le long métrage de Ron Howard (la petite Richie de la série ""Happy days"" tout de même!), un peu de charme obsolète pas négligeable! Bref, un très bon film de genre!",0,1
443,"Remake d'un fleuron de la comédie britannique de ces dernières années qui sent bonne sauce américaine de mauvais goût. Un casting impressionnant de stars afro-américaines pour un scénario facile mais qui, surtout, n'hésite pas à piétiner sur le bon sens et la finesse de l'humour noir pour en faire un humour gras sans aucun talent d'écriture. Faire un remake est déjà la preuve d'un manque total d'originalité mais en outre Neil La Bute nous sert sans surprise ou aucune classe. Reste quelques acteurs qui sauvent le pari et 2-3 scènes (maximum) plutôt réussies (deux frères et avec le nain en particulier). C'est médiocre et parfois même ennuyeux.",1,0
444,"Très belle surprise!! Film catalan sur une relation homosexuelle entre deux femmes de 70 ans. Très rare sujet au cinéma (amour parmi les sexagenaires), filmé avec modestie et classe et les deux actrices sont incroyables avec émotion et charme. Un beau film qui traite de la différence mais aussi avec une jeunesse ressuscitée. Que voir!!",0,1
445,"Une bonne intensité dans ce film où l'actrice principale est très convaincante, d'autant plus que de bons efforts ont été faits pour obtenir une œuvre assez réaliste.",0,1
446,"Je suis vraiment déçu. Premier point, techniquement un documentaire très faible. Lors de l'interview la traduction spontanée en français est très embarrassante, pourquoi ne pas le sous-titrer en français?? Nous ne comprenons pas que-est-ce que Chomsky dit dans l'original parce qu'en même temps le traducteur fait la traduction. Le microphone de l'intervieweur au milieu de l'écran tout le temps! Deuxième point; difficile à suivre, pas de fluidité, nous perdons l'attention que nous commençons à déplacer dans notre siège.",1,0
447,"Eh bien, nous nous rendons compte tout de suite que ce que nous allons voir est très moyen, mais bon dans ce genre de film ou tout est fait pour voir mauvais, celui-ci se laisse regarder dans la deuxième partie de la soirée.",1,0
448,"Que dire de ce film sauf que j'ai été terriblement déçu... nous ne voyons pas trop vers où nous voulons mener le scénario, malgré le bon jeu de certains acteurs. Certains sexscènes sont rejoints comme pour combler le vide, ou remplir les spécifications. Donc nous nous ennuyons, nous attendons la fin malgré quelques plans pleins de poésie. Nous restons sur sa faim... Je veux vous oublier....",1,0
449,"Dans l'ensemble assez réussi, avec quelques scènes vraiment géniales, même si Jim Sheridan n'évite pas toujours les clichés. Le gros problème est Tobey Maguire, une véritable erreur de casting. Natalie Portman et Jake Gyllenhaal sont parfaits.",1,0
450,"Avant d'afficher ma critique, j'ai vérifié si ceux qui étaient déjà postés traitaient bien le même film. Eh bien, pas d'erreur, c'est que... j'ai lu ""sympathique"", ""rigolo"", ""fresh"" etc... à propos de ce produit à peine digne d'une production calibrée pour le TNT. L'histoire (résumé sur l'affiche) tient en fait en 1 ligne, non seulement les dialogues ne sont ni drôles ni percussifs, mais ils sont si peu présents que parfois je pensais que j'étais devant un film muet. Muet pourtant ce n'est pas grâce à l'omniquitous son band qui m'a fait penser (dans les meilleurs moments) aux mélodies préenregistrées sortant du Bontempi des musicos du métro.",1,0
451,Un très bon film sur le problème de la scolarisation dans une minorité chinoise dans le monde rural.,0,1
452,"Mettre des images d'acteurs qui ne baisent pas un avec la bande son d'une autre scène, un concept audacieux qui peut être intéressant cinq minutes mais putain deux heures... En outre, je blâme Marguerite Duras d'avoir pris Delphine Seyrig sans lui faire prononcer une syllabe, c'est-à-dire sans nous faire entendre sa voix délicieuse ; d'autre part, elle n'hésite pas malheureusement à nous faire entendre la sienne et comme elle avale les mots comme il n'est pas permis... Cela dit, ce film a des valeurs curatives incroyables, il peut guérir quiconque souffrant sérieusement d'insomnie, de plus même quelqu'un non particulièrement fatigué aura tendance à dormir (je sais quelque chose!!!). « India Song » est mortel, soporifiquement mortel ; il faut le voir... enfin il faut s'endormir avant de le croire.",1,0
453,"J'aime Sion Sono, mais cette Tribe de Tokyo est indignable, bien que par certains aspects elle reste encore une œuvre intéressante. Déjà, la partie prise pour faire du film une comédie musicale hip-hop est originale, d'autant plus que le B.O est parfaitement accordé avec l'univers ""gang bling-bling"" représenté ici. Parce que c'est en effet une histoire confuse de guerre de gang qui nous est racontée, m'ayant rapidement rattrapé avec sa linéarité et son manque de rebond. L'un des principaux problèmes vient du rythme du film : tout se passe à une vitesse incroyable et les transitions semblent totalement désordonnées (ce qui donne l'impression de passer de la queue à l'âne). Ajoutons à cela le B.O. ne s'arrêtant jamais par sa linéarité et qui, même s'il s'accorde bien à l'univers (comme je l'ai dit ci-dessus), devient très rapidement énergisante.",1,0
454,"Ne vous moquez pas de moi, mais je viens de voir ce film voir Philippe Nicolic du ""2be3"" qui avait un second rôle dans ce film. Dommage que ce bon vieux critique Internet Doug Walker ne le sache pas, ça lui aurait fait un élément de plus pour s'intégrer dans son démontage du film. Parce que oui, sinon, ce film est une véritable aube...",1,0
455,"Quelle déception pour moi qui apprécie tant Scorcese, De Niro et Harvey Keitel! ce film est sans queue ni tête, le scénario n'existe pas, rien ne se passe, les dialogues sont creux et ne mènent nulle part, et nous avons l'impression que les acteurs sont livrés à eux-mêmes et improvisent plus qu'ils ne jouent.Un film vraiment mauvais et ennuyeux pour s'endormir, pour nous demander comment il pourrait révéler le talent de Scorcese, vraiment pas mis en lumière ici.",1,0
456,Très déçu. Ne vaut pas le top 3 avec Will Smith. Nous ne rions jamais. Quelques effets spéciaux. Nous sommes proches du navet. Très décevant.,1,0
457,"C'était une belle surprise, j'ai passé un très bon moment dans la pièce où j'ai bien ri du début à la fin. l'histoire est superbe ainsi que les acteurs sont au sommet de leur forme, le duo joue extrêmement bien ensemble qui donne un coup de poing au film. si vous voulez passer un grand moment à rire aller là-bas avec vos yeux fermés, cela m'a rendu fou après une journée de taf. le second film à voir de ce début après ""la vie scolaire"".",0,1
