,review,negative,positive
305,"Excellent film qui part à la découverte des cultures à étudier, des systèmes innovants au service de la préservation de la plante",0,1
306,"Naruse adapte ici le beau livre mélancolique de Kawabata pour en faire le portrait d'une belle-fille qui sourit tout le temps pour cacher son angoisse. C'est une belle histoire d'amour impossible (et jamais consommé) entre un vieillard et sa belle-fille, qui est le rayon de soleil de sa vieillesse. Relancé à Paris actuellement. Voir mon commentaire complet sur mon blog:",0,1
307,"Parmi les interactions entre les personnages et ce côté à porte fermée, ""La nourriture des bêtes"" a des apparences de théâtre. C'est en effet une adaptation d'une œuvre du scénariste Vahé Katcha. Heureusement, le cinéma apporte un avantage comme cette sensation, pour le spectateur, d'être dans la même pièce que les protagonistes et de partager ainsi leur sort. Sacré film que ce ""Dîner des bêtes"" qui part d'un concept tordu pour développer une intrigue faite de suspense et d'humour. Les forces principales de ce long métrage proviennent de l'écriture de leurs dialogues, croustillants à l'aise, et de leur gallérie de personnages, montre des personnalités que 'Lon pouvait traverser sous l'occupation allemande (colages, vétérans, bienfaiteurs, résistants ou pseudo-résistants,...). Tout ce clic va trouver un point commun: la lâcheté et une certaine hypocrisie.",0,1
308,"22 Jump Street : Titre plutôt original de la deuxième partie de la série... Bonne idée de la part des auteurs! Voici un duo délirant d'anti-héros qui ne sont pas pris au sérieux du tout... Situations rocheuses, rebonds farfelues, c'est certainement la comédie américaine de cette fin d'année 2014!!! et qui rigolent dans la salle... Idéal pour changer les idées et passer un moment merveilleux sans prendre la tête!!!!! et restez jusqu'à la fin parce que la fin générique est ENORME.",0,1
309,"Ce film est très bon aussi bien en termes d'interprétation que de réalisation, mais il faut admettre qu'il est ennuyeux à certains moments...",0,1
310,Un excellent film avec un Redmayne toujours aussi impressionnant. Un magnifique film à la fois au niveau des acteurs et de la décoration.,0,1
311,"Je viens de voir ce film et je le trouve très amusant. Je le recommande vivement. Je félicite le réalisateur, les acteurs et cette charmante voix de Chantal Lauby. Rien à dire sur le casting, il est parfait... Deux rencontres d'hommes de milieu différent, un découragé, avec un grand passé et une fonction difficile et l'autre plein de colère et de cette jeunesse qui nous noie énergétiquement, deux personnages totalement opposés qui sont en même temps complémentaires. Très drôle. Je pense vraiment que vous pouvez mettre en scène dans le théâtre sans difficulté. En tout cas, le film est réussi. Bravo pour ce très beau film.",0,1
312,"Pour le jeune kickboxer qui ouvre ce documentaire. Suivez le témoignage de sa mère, essentiel pour prendre conscience du milieu social difficile dans lequel évolue la famille. Ensuite, il se change sur d'autres personnes, tous plus ou moins en marge de la société. Qui, à cause de la retraite ennuyeuse, à qui à cause d'un démantèlement social, à qui par l'inssalububububud de son logement, à qui par l'insalsalsalububububububurgie de son logement. Nous entrons également les membres de réseaux associatifs qui les aident dans l'aide. Afin de vouloir mettre trop de témoignages sur la table sans se soucier de la coïncidence des sujets ou de tout progrès narratif, les auteurs diluent à leur louable entreprise. On dirait facilement que les moyens à leur disposition ne sont rien de fastueux, mais même si seulement un montage mieux pensé aurait pu être mis en évidence à ce sujet. Par exemple, le cinéma/document engagé de Pierre Carles, par grossier et bicholelole que l'on peut juger, a le mérite d'opter pour des choixsojos, un parti que militant qui se réunit ou qui se voit à l'en at, par exemple, il y at at at, il y at at at at, il y at",1,0
313,"Botaniste, n.: spécialiste de tout ce qui a trait à l'étude des plantes, parce que Mylene Jampanoi.",0,1
314,"D'une part, Fred Astaire et la magnifique Rita Hayworth sont deux danseurs extrêmement talentueux, mais d'autre part, ils sont entièrement servis par des chorégraphies pauvres. Entre deux numéros musicaux, l'intrigue vudevillesca qui porte lieu de fil narratif n'est pas d'une originalité vertigineuse, mais reste agréable et parfois amusante. Cependant, nous pouvons regretter que les seconds rôles ne soient pas utilisés plus efficacement. Il est agréable mais rapidement oublié, à voir surtout par le charme du duo formé par les deux comédiens principaux.",1,0
315,"Une grande blague, aucun suspense, une actrice principale méchante et une fin vraiment incompréhensible et franchement grotesque. Un film très mauvais et qui est en outre, en aucune façon lié à un film d'horreur.",1,0
316,"Oui, bof bof... trop long à se mettre à sa place et surtout un peu trop flou à mon goût. Tout n'est pas à jeter, il ya qq bons passages et une interprétation pas trop mal de Connely et Murphy comme M.Laurent toujours présomptueux dans son jeu. Bien que le résultat soulève un peu la chose, ce petit film lent et ma foi, très ennuyeux ne restera probablement pas dans les mémoires longtemps.. Sauf peut-être les sourcils de Connely dans la dernière séquence araignée!!",1,0
317,"Un très bon film, une histoire d'amour qui change soudainement vers la tragédie.",0,1
318,"La triste descente vers l'enfer d'un homme d'affaires très élevé. Par ce kidnapping, il perd sa confiance ainsi que la fidélité de ses proches (époilers à ne pas mentionner). Très beau film touchant avec un excellent Yvan Attal.",0,1
319,"Christophe Barratier nous offre un thriller financier haut vol, avec un rythme énorme, nous donnant le portrait très humain d'un homme piraté par un système. Intense et kidnappée, le film est particulièrement efficace dans sa description d'un univers inconnu, ou les traders sont tout permis. Un vrai shoot de cinéma!",0,1
320,"Super film, j'adore... une bonne leçon de morale... comme l'habitude ne fait pas le moine!!",0,1
321,"""Nola Circus"" est une comédie noire-américaine écrite et réalisée par un Français qui n'a peur de rien. C'est frais, c'est effrayant, c'est amusant et c'est produit en dehors des circuits traditionnels (grâce aux sportifs de haut niveau, il faut prendre l'argent là où il est...). Je l'ai découvert à la première il y a quelques semaines et je suis toujours impressionné par cela. Faites mentir aux professionnels de la profession qui croient seulement aux recettes de la comédie franchuillarde, allez voir ce film!!",0,1
322,"Un petit et beau film d'aventure à travers le désert de Kalahari. Bien que nous nous approchions de très près des sentiments et de la merde pour des moments, les paysages et le groupe original nous font passer un bon moment. Noter une performance de jeunes acteurs assez bon.",0,1
323,"Une histoire atypique et très plate. Des idées intéressantes, cependant, mal exploitées.",1,0
324,"Ce film reflète le septième art dans toute sa splendeur. Un scénario très riche, inédit, efficace. Un jeu d'acteurs sans fausse note. Pendant 2 heures, ils sont transportés dans les steppes de Mongolie et ressentent le lien mystique entre une tribu nomade et un troupeau de loups qui se partagent un même territoire, dont l'équilibre se brisera malheureusement. scènes impressionnantes, scènes tendres, scènes touchantes, scènes touchantes, scènes rebelles rythment ce voyage. Ce n'est pas un "" divertissement,"" c'est un véritable film, comme nous aimerions le voir plus souvent.",0,1
325,"Dans ce film, nous ne tomberons pas sur le cliché traditionnel manichéen du conflit politique et nous remarquerons le beau jeu d'actrices!",0,1
326,"Ammoral et pessimiste, le ""Cup de torchon"" de Bertrand Tavernier est brillant. Dans le choix de ses acteurs en premier lieu avec un casting prestigieux qui tient toutes ses promesses. Philippe Noiret meurt l'écran dans ce rôle de police pas aussi béni qu'il semble et terriblement perturbé que Isabelle Huppert dans le rôle de son amant. Représentation d'une Afrique colonialiste où le racisme la violence sont maîtres, le chef-d'œuvre de Tavernier est surtout le portrait d'un homme, Lucien Cordier, qui perd la raison à mesure que sa découverte de l'âme humaine et de ses aspects les plus horribles. Les beaux paysages de la savane et la richesse de la faune et de la flore africaines sont absents ici pour rendre encore plus sombre et dure cette peinture peu relaxante d'un monde pourri où les cadavres sont objectifs et où les noirs sont traités comme des animaux. Odyssée à travers l'esprit tortueux et tordu d'un justicier, pas sur les autres France puls, mais sur les autres méthodes de film.",0,1
327,"Ce Balto 2 n'échappe pas à l'inévitable, ou presque, règle des suites, mais il semble que les développeurs l'ont fait exprès. Tout dans cette suite est avec un but purement commercial: l'animation bon marché (très laide), l'inclusion de chansons histoire de faire comme Disney (très mauvais choix autant qu'ils ne sont pas formidables). Noter la voix française absolument exaspérante de la fille de Balto. Non, vraiment, restez dans le numéro 1 ou voyez le 3 qui vaut le plus le coup.",1,0
328,"Un nouveau succès signé par Preston Sturges. Le thème du film est très intelligent, et bien que l'action soit un peu inégale, l'ensemble sait devenir subtil et agréable. Ceci est dû principalement aux dialogues, la plupart bien trouvé et souvent juste, mais aussi par ses personnages, aussi désenchanté parfois comme attachiste, en particulier Veronica Lake, vraiment surprenant ici, comme Joel MCcrea, excellent aussi. En bref, une comédie dramatique intelligente et amusante, n'est pas très commun et est à remarquer. A (re)découvrir.",0,1
329,"Un film à prendre au millième degré, has-been avant l'heure, risible à chaque nouveau plan et que dire de la performance amusante des acteurs (Ron Pearlman en tête!). Une bonne comédie cachée derrière un film d'horreur de science-fiction.",1,0
330,"J'ai 12 ans et je suis allée voir ""Filles uniques"" avec ma meilleure amie. Nous sommes en retard, donc nous étions dans l'obscurité. Nous avons regardé ce chef-d'œuvre de Pierre Jolivet... Combien d'émotions! Sandrine Kiberlain et Sylvie Testud sont grands et jouent parfaitement le rôle qui leur a été distribué! Je ne vois pas pourquoi on appelle ça une ""comédie DRAMATICA"" Qu'y a-t-il de dramatique dans tout ça? Honnêtement, je ne vois pas ce que ce mot vient faire ici ""dramatique!! C'était FA-BU-LOS!!! Grandioso...je n'ai pas de mot pour décrire ce beau film! Je n'ai pas une petite gifle d'air de la vie! Cela remonte à la morale et rend heureux! Nous ne nous amusons pas comme des fous!",0,1
331,"Une première partie pas trop mal, mais plus grâce au talent de Gene Hackman, qui réussit à donner de la consistance à son rôle, qu'à la réalisation classique d'un Arthur Penn pas très en forme avant une seconde bien faible et qui traîne atrocement dans la longueur jusqu'à une fin réussie qui ne manque pas de corps et qui montre quelques instants que c'est bien le cinéaste talentueux de ""La persécution impitoyable"" qui est derrière la caméra (ouah une critique qui tient en une seule phrase, trop forte, et qui montre que je n'ai pas beaucoup à dire!).",1,0
332,"Tout converge vers ""l'exécution finale,"" la sentence gratuite et innocente devant les gens. Une scène vraiment terrible. Mais avant cela il y a un personnage étrange et solitaire qui fixe les mauvaises intentions des gens mais un être doux et aimant pour cette femme qu'elle, elle aime le voyou, le vrai méchant. Un film fort et très réussi.",0,1
333,"J'avais entendu parler de ce film sur un supplément de Mad Movies qui m'avait vraiment donné envie de le voir et ne m'a pas déçu loin de la. Bloody Bird est un classique slasher au fond mais sur la forme du genre est ici sublimé. Dès la première scène j'ai vraiment été pendu par la mise en scène de Soavi, assez théâtral mais dans le bon sens du terme. La photo du film est vraiment magnifique et donne au film une vraie beauté morbide difficile à décrire. Je veux par exemple le tableau qui reconstitue le tueur vraiment macabre mais qui a une puissance esthétique assez troublante. De ce point de vue Bloody Bird est vraiment atypique parce que le genre est plus souvent habitué à des films rapidement envoyés et peu soignés. En fait, la seule chose que l'on peut reprocher à ce film est quelques facilités scénaristes (en particulier une fin loupée dans mon avis) et certains acteurs franchement pas au niveau d'un film d'horreur aussi soigné que ce ci et de ce bel hommage au théâtre du grand guignol.",0,1
334,"Si nous n'attendons rien de ce genre de film, nous sommes toujours déçus par la vision... les gags éternels, les situations éternelles, certains godiches... tu vois ce que je veux dire?",1,0
335,"un scénario simpliste et irréaliste qui aurait pu se produire encore dans les années 1970, dommages parce que les images et effets spéciaux sont bien faits. un exemple pour sauver la terre est envoyé sur votre planète (ou vaisseau) mère, un ""bataillon"" de seulement 5 personnes avec seulement un fusil d'assaut... pour éliminer une race entière d'extraterrestre... est totalement invraisemblable et évident_!",1,0
336,Une très bonne comédie qui nous montre un côté de la mafia complètement bloqué. Robert de Niro est excellent comme Joe Viterelli qui est drôle. Situations folles et dialogues délirants. Voir la mafia sous cet œil est un vrai plaisir!,0,1
337,"J'ai trouvé ce film assez vide, malgré le fait que le sujet est sérieux, tout semble très banalisé, mais peut-être que c'est le but du film.",1,0
338,"Le parcours de 4 prostituées marocaines. Beaucoup de scènes à la limite de la pornographie. Au début, ils sont surpris de les mépriser: trop bling-bling, trop maquillées, trop vulgaires etc. mais au cours du film, on attache ces jeunes filles belles, disputes, caractéristiques, franches et drôles. Nabil Ayouch entre dans une dénonciation des travers de la société marocaine musulmane. Dénonçant la misère, la prostitution, la pédophilie, l'alcool, le tourisme sexuel etc... film très émouvant à la fin. Les actrices donnent une image de femmes vénales mais ont le cœur dans la main. Sal: le réalisateur semble mépriser très fort les riches Saoudiens!!",0,1
339,Comédie romantique en forme de chasseurs croisés amoureux de deux jeunes Américains incarnés par un charmant duo mais basé sur une scène sans brillance.,1,0
340,Très bon film! Seulement des soucis de moins que le premier du choix du casting avec les deux grands-parents qui cassent complètement le rythme du film devient limite ennuyeux et ennuyeux! mais généralement pas mauvais! fortement le trois;),0,1
341,"Il est vrai que nous sommes tous d'accord pour dire que cette troisième partie est meilleure que la seconde, mais ce n'était pas un objectif très difficile à atteindre. Donc ici nous allons à Arcachon avec un Patrick Chirac qui a pris une bouteille et qui lui va assez bien, il est plus auberge. Nous nous moquons de quelques scènes ou quelques dialogues, mais nous finissons par trouver le temps si long que les gags ressentent le réchauffement et le scénario manque d'originalité. La nouveauté 2016? L'incorporation de trois jeunes pour donner du sang nouveau au camping des Flots Bleus et à son équipe d'amis âgés. Vale, pourquoi pas, sauf qu'il ne fonctionne pas, il est plein de clichés, et comme s'il n'était pas suffisant de nous coller en outre un amour entre un de ces trois jeunes et une fille de famille bourgeoise (le somme du cliché y est atteint!). Passons sur le (très) lourd running gag du pot supposé homosexuel qui ne semblait pas très apprécié du public et nous comprenons très bien la bande annonce...",1,0
342,"Illustration parfaite d'un petit cinéma bourgeois américain, que Dieu nous protège de ces idiots.",1,0
343,"Ce n'est pas que nous nous ennuyons dans le film, nous trouvons surtout trop de stéréotypes pour qu'il soit crédible. PLV: examiner ce film nous permet actuellement instantanément de le dater.",1,0
344,"Je n'ai pas vu un tel film mal interprété. Dommage, l'idée était bonne! La musique est bonne, c'est la seule chose positive du film!",1,0
345,"Une comédie pas très bonne, pas très drôle, ennuyeuse, nous nous demandons même si c'est vraiment une comédie? Les acteurs sont bons c'est dommage de voir aussi bon acteur que John Cusack dans ce film pour éviter.",1,0
346,"Une mini-série en deux parties, ni bonne ni mauvaise, qui commence avec les terribles annales noires où la couronne passait d'un tyran à l'autre pour conclure de la plus heureuse des manières! La guerre civile déchire le pays et puis vint les Saxons! Magicien avec des pouvoirs tendus, Sam Neill est un Merlin assez convaincant (sauf grimè et vieux, avec de faux airs du Père Fouras), s'offrit magie et espion d'Excalibur pour l'homme bon et juste, pour pouvoir figurer dignement dans la littérature médiévale du petit scarabée! C'est la magie qui l'a engendré et la petite originalité de l'histoire, il n'est ni le dragon, ni l'homme de pierre coshè, mais l'homme de pierre couche, mais le truc de la pleine lune! L'enchantement fonctionne parfois! Le charme fonctionne parfois! La scène s'accroche un peu trop, puis la seconde partie avec le roi Arthur vient de l'histoire, ni le dragon, ni l'homme de pierre, ni l'homme de l'homme de pierre, ni l'homme de l'homme de pierre, il n'homme de l'homme de pierre,",1,0
347,C'est incroyablement mauvais!,1,0
348,"Le cœur de ce film magistral... Le principal acteur, qui a remporté le prix d'interprétation à Cannes, est tout simplement incroyable. Ce film est un conte moderne subtil et puissant, un chef-d'œuvre!",0,1
349,"Ce film est une copie pâle de ce qui peut être pire à Disney Channel, avec de nombreux problèmes scénaristes et une fin des plus chaotiques, où tout est mélangé pour faire un Happy-end.",1,0
350,"Le charme et l'intelligence des actrices de la série d'origine (Jaclyn Smith, Farrah Fawcett et Kate Jackson) ont laissé place à un trio de nunuches ennuyeux dans le possible. Les dames amusantes ont ici le charisme d'un bulot. Vulgarias, moqueries, idiots, Cameron Diaz et Drew Barrymore me sortent par les yeux. La scène se limite à une succession de scènes effrénées immédiatement vues, immédiatement oubliée. Le suspense est inexistant parce que les jeunes filles sont invincibles.",1,0
351,"Super!... ce film craque dans les yeux, donne mal à la tête en 2'30""...je me suis laissé tomber juste après 3 minutes et je suis venu écrire cette critique... si quelqu'un veut faire une pétition pour interdire ce film, je suis d'accord (je sais, je trouve cruel pour quelqu'un qui n'a presque rien à voir avec le film, mais je t'ai prévenu...) - il a dit: et dire que ce réalisateur tournera ""Wanted"" et ""l'éclair noir,"" (re-edit) abraham lincoln chasseur de vampire et princesse des neiges 2.. comme il n'était pas nécessaire de le condamner à perpétuité...",1,0
352,"Une mère extraordinaire qui se décourage pour sa progéniture dans un mauvais état de vie qui, même en prison, semble heureuse. Les deux refus incarnent un certain malaise d'adaptation à notre société. Liv Tyler semble être épargnée. Déconseillé aux dépressifs.",0,1
353,"Le troisième et dernier opus de la saga, après Friday (1995) & Next Friday (2000), est le dernier né et toujours discret en France: Friday After Next (2002). Ce dernier chapitre ferme cette comédie afro-américaine, qui cette fois-ci, en plus d'être accompagné par le rappeur Ice Cube dans la distribution, nous le trouvons aussi comme producteur et scénariste! Toujours aussi idiot, stupide et très utilisé sous la ceinture (âge mental 5 ans), on comprend pourquoi ce film (ainsi que les précédents) ont toujours été inédits en France, DTV sans grandes qualités si c'est ce troisième opus qui réussit à faire rire malgré la constante faiblesse de l'histoire et des résultats. Dialogues sagement doubles et acteurs divergés et amusants (en particulier le très remarqué Terry Crews). Une saga qui se ferme correctement comparé aux précédentes qui étaient de vraies pertes de temps. Cette fois, celui-ci se regarde avec un bon recul et une humeur particulièrement adaptée des chapitres.",1,0
354,"Fantastique, européen, décapitant. Il faut revoir ce film, beaucoup de choses échappent au premier regard.Nous sortons de la pensée unique, quel bol d'air, ce film anticonformiste, anti-héros, anti-secondats, et pro-amant de la vie. Un rire qui nous laisse espérer que tout va s'arrêter. En soi, la scène ou le sexe du dictateur devient moustache hitlérien vaut la peine d'aller voir ce film. Comme les personnages d'une autre scène, nous sommes sans aucun doute tous des ""grands idiots,"" mais comme il se sent bien être arraché 50 balles (pardon 8...) pour voir cela! FO YALLER!",0,1
355,"J'ai vite su que ce film n'allait pas être papillon, mais j'ai décidé de regarder le début malgré tout, mais au bout d'une heure, j'ai arrêté de regarder The Zodiac, vu sa lenteur et le peu d'intérêt que ce film m'a suscité. Je ne sais pas si la version de David Fincher (je ne l'ai pas encore vue) est bonne, mais cette présentation de l'affaire du tueur aux zodiaques n'est pas, au contraire, peu excitant.",1,0
356,"Non, mais maintenant on touche au fond, il n'y a pas de crédibilité à tous les niveaux, il n'y a rien à sauver.",1,0
357,"Un beau portrait baroque et romantique. La rencontre qui se situe entre le rêve et l'imagination. Une histoire d'amour très belle aussi qui pourrait être héritée d'un Murnau par ces couleurs si expressives, et un souvenir qui perdure au-delà du temps qui passe.",0,1
358,"Une comédie romantique qui ne révolutionne pas du tout avec un air de ya-vu avec le type romantique qui veut le grand amour, le petit ami de bons conseils (à la fin pas tout le temps!!) qui pense qu'être couché avec un maximum de filles dans un minimum de temps, une fin où il court et où il fait une belle déclaration d'amour en public pour empêcher la personne aimée de sortir définitivement de la vie du protagoniste. Le fait que ce dernier soit franchement une tête de conneries ne résout rien (et comme Clovis Cornillac est loin d'être l'acteur du siècle...!), la pauvreté de la mise en scène technique non plus... Il reste que le charme de Virginia Efira, peut-être un peu en retraite ici, devant lequel je suis loin de rester en marbre et quelques dialogues tordus font passer une très bonne nuit à la télévision même si on oublie le film immédiatement.",1,0
359,Un film sur l'anxiété mais centré sur un personnage (sœur) pas des plus intéressants et des cheveux ennuyeux.,1,0
360,"Un film avec script commence à devenir bizarre au cinéma, avec de grands acteurs aussi dit. Tout se réunit pour un résultat atténué. PLV: Gérard Depardieu joue très bien",1,0
361,"Arrêtez vos critiques, ce film est génial!",0,1
362,"Dommage, j'étais sûr que ce nouveau film sur le sujet, allait être innovant, renouvelant l'approche et la vision de l'histoire de Vidocq, ce célèbre empereur de Paris pour ne pas le citer. Mais non, impossible à accrocher sur la scène assez fou et dans les combats trop attendus et sans originalité. Bien sûr, de bons acteurs, mais un film qui ne décolle pas et ne peut pas déclencher le désir de traverser l'écran.Les anciennes versions restent supérieures, en dehors des moyens et effets spéciaux employés.",1,0
363,Une télévision sans intérêt...................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................,1,0
364,Images très soignées pour une petite histoire très sympathique avec de charmants acteurs. Que demander d'autre?,0,1
365,"J'ai failli m'endormir devant le film... l'intrigue est trop lente pour moi, le rythme est soporifique, beaucoup de passages sont inutiles et je pense que le jeu de Hossein est monocorde et plat... Je ne suis pas spécialiste en films de cette époque, mais j'ai vu très bon et celui-ci ne m'a ensorcelé que ça...",1,0
366,"En même temps film d'action et film de zombies, ""Navy Seals: Battle for New Orleans"" s'avère être un long métrage très ridicule et difficile à voir jusqu'à la fin. La mise en scène est bien catastrophique - les escadrilles sont franchement impurs -, le casting est regrettable, les morts-vivants sont très mal maquillés et l'histoire n'a pas une once d'originalité. En bref, voici une série Z regrettable et qui s'impose comme l'un des pires films de zombies que j'ai vu jusqu'à présent.",1,0
367,"Je ne poste pas souvent ceci doit être ma deuxième critique et la première n'était pas vraiment constructive. C'est un film signé Costa Gavras, donc, il n'est pas surprenant, nous ne sommes pas coincés, non pas par ce qui est dit ou montré, mais parce qu'il entre dans la peau du lieutenant, cependant lui-même tortionnaire, et se demande ce qui aurait été fait à la place compte tenu de l'environnement. La N&B ne dérange pas du tout, au contraire, tout est naturel, je pense qu'il est très bien monté et filmé ainsi que scénarisé, seulement une performance légèrement inégale de Robinson Stevenin, mais l'aura que Gourmet dégage peut être un peu influence.",0,1
368,"Un film avec un petit budget pour des effets spéciaux une torche en dessous, donne un scénario pas terrible, la vidéo directe plus que la diffusion en salle pour le mal aimé du cinéma action-man. La réalisation pussive exerce son contrôle mental, sur le sommet pyramidal devient subliminal dans un océan submergé de luminosité trop éclairée, ces vétérans militaires deviennent prisonniers d'état pour X raison se filtre dans un sous-marin. Le secret défense pour contrer les plans dangereux de terroristes uruguayens, la science intellectuel crée un virus qui rend inerte manipulable la baguette et déborde sur une menace nucléaire, conduisant à une rébellion enflammée. Il ne se passe rien sans que Steven Seagal fasse quelque chose, sa spécialité est le top secret voltigateur gestuel invisible pour la démonstration, tandis que d'autres collègues experts des arts martiaux dans la question, sont les coups de pieds révérants. Il est doux, sans énergie ni peps comme jeu d'acteur, ne retiennent aucun style, imperfections dans la série tournent à tout type.",1,0
369,Ce rêve est fou.,1,0
370,"Bof Bof, je n'ai pas été prise du tout par l'histoire, et l'ambiance du film ne m'a pas aimé du tout. On ne peut pas dire que ce soit un film très inspiré.",1,0
371,Manipulation. Un film oppressif qui montre que le système mafieux utilise tous les moyens pour forcer les responsables des entreprises et les entraîner sur la voie de l'illégalité. Bonne performance de Judith Godreche et Michael Keaton. Pour voir.,1,0
372,Une comédie romantique avec Meg Ryan... une autre... rien de nouveau à l'horizon.,1,0
373,"beaucoup mieux que le déçu milinio manbo, ici le casting fait un sans faute, le réalisateur livre un film intéressant bien qu'à moitié rythme, un beau scénario sans plus... moyen mais original et esthétiquement excellent...",0,1
374,"C'est de ces films, comme certains livres dans lesquels on dit... c'est l'histoire, pas celle qui les raconte... donc perdus, perdus dans ce monde, dans ce récit qui nous est imposé, nous nous abandonnons, tourmentés par les vagues.",0,1
375,"Film à l'histoire assez maladroite (bons sentiments, incohérences et fils un peu grands), c'est la très belle performance de l'actrice principale qui sauve tout. Car si les scènes de danse sont nombreuses, Carole Laure, à la recherche d'un stétisme visuel, n'arrive pas à atteindre son objectif. Filmé sans virtuosité, musique presque inexistante, chorégraphies syncopes peu sensuelles, on pouvait s'attendre beaucoup mieux à ce point. Heureusement, la prestation pleine d'énergie et de révolte de Clara Furey (votre fille) donne une véritable épaisseur à son personnage, unique point fort de ce film.",1,0
376,"Dans cette merveille de film, Mira Nair obtient l'exploit de reprendre et d'honorer les codes de la comédie typiquement sentimentale Bollywoodienne, mais aussi de les asperger d'une version personnelle, non sucrée, émouvante, moderniste et sans concessions de la société indienne. On pense un peu à un La Règle du Jeu à la sauce indienne. La performance est d'autant plus remarquable que le film est exceptionnellement fluide, ridicule, traînant et complété par une BO remarquable. En bref, Le mariage des Montons est une perle, le meilleur film indien ""moderne"" que j'ai vu. Recommandation: regardez quelques films typiques Bollywood (le précurseur Mother India, le splendide Devdas) avant le mariage des Montons.",0,1
377,Un film peu conventionnel avec l'humour particulier et qui ne fait pas dans la finesse. Un film divertissant mais avec une réalisation peu soignée. Juste pour passer un bon moment!,1,0
378,"Quand on découvre le fil conducteur (les meurtres ou il faut clarifier la mort) de ce film, on peut constater que celui-ci tourne toujours autour du même sujet. Malgré tout, je mettrai 2 étoiles avec une bonne interprétation des acteurs.",1,0
379,"Un des plus beaux films que j'ai vus et que je regarde toujours avec la même émotion.Harmonie des couleurs et des sons, lente et répétitions qui évoquent une danse infinie, musique qui déplace les silences comme les vagues en mer... Enfin, nous nous demandons souvent si nous sommes face à un film, un poème ou un tableau. Et c'est sans doute ce que fait la force de ce film sur la scène assez simple, une histoire d'amour secret naissant du désespoir. Deux être trompés, déçus, cherchant consolation. Mais l'esthétique des lumières, des silhouettes et la charmante musique nostalgique ne peut pas former une enveloppe vide. À l'intérieur de cette enveloppe, nous voyons la délicatesse et le pouvoir des sentiments ambigus des deux personnages. Son amour, formé par ""et si"" et ""imaginons,"" se construit à travers les non-dits, les regards de la musique nostalgique peuvent former une enveloppe vide... à l'intérieur de cette enveloppe, nous terminons celle des sentiments ambites..",0,1
380,"Non seulement ce sixième opus (""saucisse"" et bientôt ""chaussette"") est encore ambigu à suivre, mais il est en outre totalement indigeste! Le film démarre comme toujours avec une scène d'ouverture grosse et stressante! Le reste est un réchauffé qui joue la carte de la survente, surtout dans la cruauté des pièges tendus aux victimes malheureuses! Depuis longtemps de nombreux espions sont devenus fouettés entre le flux d'hémoglobine et les horreurs meurtres qui apportent même son lot de critiques sur le système de santé américain! La 3D va-t-elle apporter un nouveau souffle au tueur au puzzle? Répondre à l'épisode n°7....",1,0
381,"Dans ce film, rien n'est dénoncé, tout est laissé comme un hasard, construit par des plans pas toujours très utiles, un peu maladroit, qui reflète la banalité, opposé aux séquences Sm, qui sont dites pour être des séquences Sm (Point) Ce film est trop simple. La communauté gay a dû remercier ce film dans ce sens. Comme hétéro, je dirigerai ce film avec un Temps que Reste d'Ozon. Opposition complète avec le geste technique et poétique du maître.",1,0
382,"Dire que ce film est désagréable à regarder et qu'il ne sourit pas devant certaines scènes amusantes serait montrer une grande mauvaise foi, mais il faut reconnaître qu'il est loin d'être un succès sincère. Eh bien, passons aux princes habituels pour un tel sujet comme le père hypertraditionaliste qui est encore cru dans son pays natal ou le voisin raciste qui veut nécessairement expulser les immigrants des verts pâturages de sa gentille Majesté. En fait, le grand problème de ce film est qu'il esquisse des situations mais ne les approfondit jamais. D'où un résultat assez superficiel et donc rapidement oublié.",1,0
383,"Si je devais aller sur une île avec un film, je pense que c'est midnight express qui m'emmènerait, je suis un grand amateur de films carcéraux, et celui-ci est de loin mon préféré. En outre, je suis hypersensibilité à la musique lacrymale et mythique du film. Le chef-d'œuvre d'Alan Parker et un véritable film antilogique!",0,1
384,"Belle image. Belle bande sonore. Scénario et histoire classique et attendue, mais dont le résultat me semblait parfait. Bravo au jeune réalisateur! 5*!",0,1
385,"Le bien-aimé Eli Roth est de retour dans un hommage à ""Cannibal Holocaust"" lucide et jusqu'à la marionnette. En effet, le réalisateur va à la fin de sa marche en obtenant un film grossier et terrifiant tout en étant subversif et radical. Très premier degré dans son approche, le cinéaste prend le temps d'installer le suspense et de présenter ses personnages, et il réussit à nous rendre le bidon dès la première scène ultra-gore en nous rappelant notre bon souvenir que monsieur aime frapper. Le film maintient sa tension tout au long du film, à l'exception de son climat qui aurait mérité d'être aussi radical que le reste. Comme son héroïne, qui est trop protégée à mes yeux. Il ne faut pas revenir à la ligne Mr Roth, continuer à mettre l'horreur subversive, gore et radicale. Le cinéma du genre en a besoin.",0,1
386,"La voix du cœur est un très mauvais téléfilm de Mark Jean. La mise en scène du réalisateur reste simple, la scène est peu recherchée et peu originale, l'histoire ne m'intéresse pas et des acteurs comme Emma Caulfield, Barbara Niven ou même John Reardon ne m'ont pas convaincu. En bref, une étoile.",1,0
